,gene,1' pH7,1' pH5,16' pH7,16' pH5,1' pH7 density,16' pH7 density,1' pH5 density,16' pH5 density
916,HP0917,2,2,2,2,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353
917,HP0918,11,10,11,10,0.02570093457943925,0.02570093457943925,0.02336448598130841,0.02336448598130841
918,HP0919,108,110,109,108,0.03318992009834051,0.03349723417332514,0.03380454824830977,0.03318992009834051
919,HP0920,30,30,30,30,0.04354136429608128,0.04354136429608128,0.04354136429608128,0.04354136429608128
920,HP0921,28,28,27,27,0.02814070351758794,0.027135678391959798,0.02814070351758794,0.027135678391959798
921,HP0922,215,209,204,203,0.028341682045873978,0.026891642499340892,0.027550751384128658,0.026759820722383337
922,HP0923,41,43,40,41,0.037070524412296565,0.03616636528028933,0.03887884267631103,0.037070524412296565
923,HP0924,8,7,8,8,0.03940886699507389,0.03940886699507389,0.034482758620689655,0.03940886699507389
924,HP0925,24,23,23,24,0.04152249134948097,0.039792387543252594,0.039792387543252594,0.04152249134948097
925,HP0926,37,37,35,35,0.03239929947460595,0.03064798598949212,0.03239929947460595,0.03064798598949212
926,HP0927,49,49,50,49,0.05015353121801433,0.0511770726714432,0.05015353121801433,0.05015353121801433
927,HP0928,29,28,26,28,0.05380333951762523,0.04823747680890538,0.05194805194805195,0.05194805194805195
928,HP0929,28,28,28,28,0.030837004405286344,0.030837004405286344,0.030837004405286344,0.030837004405286344
929,HP0930,47,47,47,46,0.05875,0.05875,0.05875,0.0575
930,HP0931,17,17,15,15,0.038901601830663615,0.034324942791762014,0.038901601830663615,0.034324942791762014
931,HP0932,10,10,10,10,0.033444816053511704,0.033444816053511704,0.033444816053511704,0.033444816053511704
932,HP0933,36,37,35,35,0.06010016694490818,0.05843071786310518,0.06176961602671119,0.05843071786310518
933,HP0934,15,15,15,15,0.0199468085106383,0.0199468085106383,0.0199468085106383,0.0199468085106383
934,HP0935,21,21,21,21,0.043568464730290454,0.043568464730290454,0.043568464730290454,0.043568464730290454
935,HP0936,39,39,38,38,0.03344768439108062,0.032590051457975985,0.03344768439108062,0.032590051457975985
936,HP0937,26,27,25,25,0.03286978508217446,0.0316055625790139,0.03413400758533502,0.0316055625790139
937,HP0938,6,6,6,6,0.01744186046511628,0.01744186046511628,0.01744186046511628,0.01744186046511628
938,HP0939,26,26,26,26,0.036619718309859155,0.036619718309859155,0.036619718309859155,0.036619718309859155
939,HP0940,28,28,27,28,0.03650586701434159,0.035202086049543675,0.03650586701434159,0.03650586701434159
940,HP0941,51,51,51,51,0.04513274336283186,0.04513274336283186,0.04513274336283186,0.04513274336283186
941,HP0942,53,51,51,51,0.039288361749444035,0.03780578206078577,0.03780578206078577,0.03780578206078577
942,HP0943,50,50,51,51,0.04068348250610252,0.04149715215622457,0.04068348250610252,0.04149715215622457
943,HP0944,10,11,10,10,0.026737967914438502,0.026737967914438502,0.029411764705882353,0.026737967914438502
944,HP0945,8,8,8,8,0.027303754266211604,0.027303754266211604,0.027303754266211604,0.027303754266211604
945,HP0946,45,45,44,45,0.03026227303295225,0.029589778076664425,0.03026227303295225,0.03026227303295225
946,HP0947,9,9,9,9,0.025069637883008356,0.025069637883008356,0.025069637883008356,0.025069637883008356
947,HP0948,33,33,33,33,0.032673267326732675,0.032673267326732675,0.032673267326732675,0.032673267326732675
948,HP0949,14,13,13,13,0.031180400890868598,0.028953229398663696,0.028953229398663696,0.028953229398663696
949,HP0950,46,48,46,47,0.053117782909930716,0.053117782909930716,0.05542725173210162,0.054272517321016164
950,HP0951,22,19,18,18,0.035830618892508145,0.029315960912052116,0.030944625407166124,0.029315960912052116
951,HP0952,25,24,25,25,0.03828483920367534,0.03828483920367534,0.036753445635528334,0.03828483920367534
952,HP0953,30,32,30,31,0.05328596802841918,0.05328596802841918,0.056838365896980464,0.055062166962699825
953,HP0954,16,16,17,16,0.025437201907790145,0.02702702702702703,0.025437201907790145,0.025437201907790145
954,HP0955,30,30,30,30,0.03525264394829612,0.03525264394829612,0.03525264394829612,0.03525264394829612
955,HP0956,31,31,31,31,0.04275862068965517,0.04275862068965517,0.04275862068965517,0.04275862068965517
956,HP0957,47,48,46,46,0.039898132427843805,0.03904923599320883,0.04074702886247878,0.03904923599320883
957,HP0958,42,43,41,41,0.05519053876478318,0.05387647831800263,0.056504599211563734,0.05387647831800263
958,HP0959,28,28,26,26,0.038461538461538464,0.03571428571428571,0.038461538461538464,0.03571428571428571
959,HP0960,37,38,38,38,0.040748898678414094,0.04185022026431718,0.04185022026431718,0.04185022026431718
960,HP0961,31,31,32,31,0.033155080213903745,0.034224598930481284,0.033155080213903745,0.033155080213903745
961,HP0962,22,22,21,22,0.048034934497816595,0.04585152838427948,0.048034934497816595,0.048034934497816595
962,HP0963,55,54,55,54,0.041044776119402986,0.041044776119402986,0.04029850746268657,0.04029850746268657
963,HP0964,42,44,44,44,0.03860294117647059,0.04044117647058824,0.04044117647058824,0.04044117647058824
964,HP0965,68,68,66,63,0.05120481927710843,0.04969879518072289,0.05120481927710843,0.04743975903614458
965,HP0966,68,69,68,69,0.041312272174969626,0.041312272174969626,0.04191980558930741,0.04191980558930741
966,HP0967,13,13,13,13,0.045774647887323945,0.045774647887323945,0.045774647887323945,0.045774647887323945
967,HP0968,0,0,0,0,0.0,0.0,0.0,0.0
968,HP0969,118,118,115,115,0.03857469761359922,0.03759398496240601,0.03857469761359922,0.03759398496240601
969,HP0970,49,46,47,46,0.04553903345724907,0.04368029739776952,0.04275092936802974,0.04275092936802974
970,HP0971,37,38,37,38,0.02988691437802908,0.02988691437802908,0.030694668820678513,0.030694668820678513
971,HP0972,67,67,66,67,0.031874405328258804,0.03139866793529972,0.031874405328258804,0.031874405328258804
972,HP0973,38,37,38,38,0.035916824196597356,0.035916824196597356,0.03497164461247637,0.035916824196597356
973,HP0974,49,48,47,47,0.03328804347826087,0.03192934782608696,0.03260869565217391,0.03192934782608696
974,HP0975,7,7,7,7,0.025179856115107913,0.025179856115107913,0.025179856115107913,0.025179856115107913
975,HP0976,49,51,48,47,0.03749043611323642,0.036725325172149964,0.03902065799540933,0.035960214231063506
976,HP0977,52,52,53,52,0.03561643835616438,0.036301369863013695,0.03561643835616438,0.03561643835616438
977,HP0978,74,74,73,74,0.05016949152542373,0.04949152542372881,0.05016949152542373,0.05016949152542373
978,HP0979,56,56,56,56,0.04852686308492201,0.04852686308492201,0.04852686308492201,0.04852686308492201
979,HP0980,14,14,14,14,0.046822742474916385,0.046822742474916385,0.046822742474916385,0.046822742474916385
980,HP0981,17,17,17,17,0.04696132596685083,0.04696132596685083,0.04696132596685083,0.04696132596685083
981,HP0982,23,23,23,24,0.033236994219653176,0.033236994219653176,0.033236994219653176,0.03468208092485549
982,HP0983,20,20,20,20,0.024360535931790498,0.024360535931790498,0.024360535931790498,0.024360535931790498
983,HP0984,4,4,4,4,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
984,HP0985,24,24,24,24,0.075,0.075,0.075,0.075
985,HP0986,26,27,26,26,0.036619718309859155,0.036619718309859155,0.038028169014084505,0.036619718309859155
986,HP0987,1,1,1,1,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.004347826086956522
987,HP0988,10,12,10,10,0.023529411764705882,0.023529411764705882,0.02823529411764706,0.023529411764705882
988,HP0989,34,34,34,34,0.0265625,0.0265625,0.0265625,0.0265625
989,HP0990,10,10,10,10,0.015037593984962405,0.015037593984962405,0.015037593984962405,0.015037593984962405
990,HP0991,6,6,6,6,0.009584664536741214,0.009584664536741214,0.009584664536741214,0.009584664536741214
991,HP0992,7,7,7,7,0.029661016949152543,0.029661016949152543,0.029661016949152543,0.029661016949152543
992,HP0993,6,6,6,6,0.024193548387096774,0.024193548387096774,0.024193548387096774,0.024193548387096774
993,HP0994,18,19,18,18,0.0225,0.0225,0.02375,0.0225
994,HP0995,10,10,10,10,0.009398496240601503,0.009398496240601503,0.009398496240601503,0.009398496240601503
995,HP0996,38,36,34,34,0.021122846025569762,0.018899388549193995,0.020011117287381877,0.018899388549193995
996,HP0997,34,35,33,33,0.0265625,0.02578125,0.02734375,0.02578125
997,HP0998,12,11,11,11,0.02823529411764706,0.02588235294117647,0.02588235294117647,0.02588235294117647
998,HP0999,4,4,4,4,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198
999,HP1000,8,9,8,8,0.01225114854517611,0.01225114854517611,0.013782542113323124,0.01225114854517611
1000,HP1001,9,9,9,9,0.03202846975088968,0.03202846975088968,0.03202846975088968,0.03202846975088968
1001,HP1002,28,28,28,28,0.023708721422523286,0.023708721422523286,0.023708721422523286,0.023708721422523286
1002,HP1003,11,11,12,11,0.009918845807033363,0.010820559062218215,0.009918845807033363,0.009918845807033363
1003,HP1004,21,21,21,21,0.02567237163814181,0.02567237163814181,0.02567237163814181,0.02567237163814181
1004,HP1005,8,8,8,8,0.02572347266881029,0.02572347266881029,0.02572347266881029,0.02572347266881029
1005,HP1006,16,16,16,16,0.03018867924528302,0.03018867924528302,0.03018867924528302,0.03018867924528302
1006,HP1007,33,32,30,31,0.024924471299093656,0.022658610271903322,0.02416918429003021,0.023413897280966767
1007,HP1008,13,13,13,13,0.031476997578692496,0.031476997578692496,0.031476997578692496,0.031476997578692496
1008,HP1009,8,8,8,8,0.01436265709156194,0.01436265709156194,0.01436265709156194,0.01436265709156194
1009,HP1010,87,87,86,86,0.04298418972332016,0.042490118577075096,0.04298418972332016,0.042490118577075096
1010,HP1011,37,38,37,38,0.03517110266159696,0.03517110266159696,0.03612167300380228,0.03612167300380228
1011,HP1012,35,35,35,35,0.02629601803155522,0.02629601803155522,0.02629601803155522,0.02629601803155522
1012,HP1013,41,40,40,40,0.04560622914349277,0.04449388209121246,0.04449388209121246,0.04449388209121246
1013,HP1014,36,36,36,35,0.045859872611464965,0.045859872611464965,0.045859872611464965,0.044585987261146494
1014,HP1015,8,8,7,9,0.015904572564612324,0.013916500994035786,0.015904572564612324,0.017892644135188866
1015,HP1016,20,20,21,22,0.0333889816360601,0.035058430717863104,0.0333889816360601,0.03672787979966611
1016,HP1017,54,53,54,54,0.03470437017994859,0.03470437017994859,0.03406169665809768,0.03470437017994859
1017,HP1018,7,7,7,7,0.04895104895104895,0.04895104895104895,0.04895104895104895,0.04895104895104895
1018,HP1019,65,64,67,65,0.04894578313253012,0.050451807228915665,0.04819277108433735,0.04894578313253012
1019,HP1020,43,44,42,42,0.03533278553820871,0.03451109285127362,0.036154478225143796,0.03451109285127362
1020,HP1021,35,34,35,35,0.03919372900335946,0.03919372900335946,0.03807390817469205,0.03919372900335946
1021,HP1022,36,36,36,36,0.04321728691476591,0.04321728691476591,0.04321728691476591,0.04321728691476591
1022,HP1023,27,27,27,27,0.02165196471531676,0.02165196471531676,0.02165196471531676,0.02165196471531676
1023,HP1024,30,30,30,30,0.03476245654692932,0.03476245654692932,0.03476245654692932,0.03476245654692932
1024,HP1025,12,12,12,12,0.03260869565217391,0.03260869565217391,0.03260869565217391,0.03260869565217391
1025,HP1026,40,41,40,39,0.034129692832764506,0.034129692832764506,0.03498293515358362,0.033276450511945395
1026,HP1027,27,27,27,27,0.060133630289532294,0.060133630289532294,0.060133630289532294,0.060133630289532294
1027,HP1028,12,12,12,12,0.024291497975708502,0.024291497975708502,0.024291497975708502,0.024291497975708502
1028,HP1029,34,34,33,32,0.06378986866791744,0.06191369606003752,0.06378986866791744,0.0600375234521576
1029,HP1030,39,39,38,38,0.04534883720930233,0.044186046511627906,0.04534883720930233,0.044186046511627906
1030,HP1031,55,56,56,55,0.051837888784165884,0.0527803958529689,0.0527803958529689,0.051837888784165884
1031,HP1032,34,34,33,33,0.04450261780104712,0.04319371727748691,0.04450261780104712,0.04319371727748691
1032,HP1033,6,6,6,6,0.015306122448979591,0.015306122448979591,0.015306122448979591,0.015306122448979591
1033,HP1034,28,28,28,28,0.03178206583427923,0.03178206583427923,0.03178206583427923,0.03178206583427923
1034,HP1035,66,66,66,67,0.04796511627906977,0.04796511627906977,0.04796511627906977,0.04869186046511628
1035,HP1036,11,11,11,11,0.022540983606557378,0.022540983606557378,0.022540983606557378,0.022540983606557378
1036,HP1037,44,44,44,43,0.041121495327102804,0.041121495327102804,0.041121495327102804,0.04018691588785047
1037,HP1038,28,28,28,28,0.056,0.056,0.056,0.056
1038,HP1039,55,54,53,52,0.042768273716951785,0.04121306376360809,0.041990668740279936,0.04043545878693624
1039,HP1040,7,7,7,7,0.026022304832713755,0.026022304832713755,0.026022304832713755,0.026022304832713755
1040,HP1041,92,91,89,89,0.04185623293903549,0.04049135577797998,0.041401273885350316,0.04049135577797998
1041,HP1042,37,37,37,37,0.03547459252157239,0.03547459252157239,0.03547459252157239,0.03547459252157239
1042,HP1043,34,35,33,33,0.05089820359281437,0.04940119760479042,0.05239520958083832,0.04940119760479042
1043,HP1044,33,33,33,33,0.029756537421100092,0.029756537421100092,0.029756537421100092,0.029756537421100092
1044,HP1045,84,84,83,84,0.04231738035264484,0.04181360201511335,0.04231738035264484,0.04231738035264484
1045,HP1046,13,13,13,13,0.029748283752860413,0.029748283752860413,0.029748283752860413,0.029748283752860413
1046,HP1047,13,14,12,12,0.0391566265060241,0.03614457831325301,0.04216867469879518,0.03614457831325301
1047,HP1048,130,132,127,129,0.045920169551395267,0.04486047333097845,0.04662663369833981,0.045566937477922995
1048,HP1049,9,9,9,9,0.03383458646616541,0.03383458646616541,0.03383458646616541,0.03383458646616541
1049,HP1050,38,36,38,36,0.04328018223234624,0.04328018223234624,0.04100227790432802,0.04100227790432802
1050,HP1051,10,10,10,10,0.02386634844868735,0.02386634844868735,0.02386634844868735,0.02386634844868735
1051,HP1052,35,35,35,35,0.03959276018099547,0.03959276018099547,0.03959276018099547,0.03959276018099547
1052,HP1053,25,25,25,25,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464
1053,HP1054,23,23,24,23,0.01818181818181818,0.018972332015810278,0.01818181818181818,0.01818181818181818
1054,HP1055,25,26,25,25,0.026567481402763018,0.026567481402763018,0.02763018065887354,0.026567481402763018
1055,HP1056,32,32,32,32,0.03760282021151586,0.03760282021151586,0.03760282021151586,0.03760282021151586
1056,HP1057,19,19,19,19,0.02642559109874826,0.02642559109874826,0.02642559109874826,0.02642559109874826
1057,HP1058,33,34,32,32,0.0407911001236094,0.03955500618046971,0.042027194066749075,0.03955500618046971
1058,HP1059,41,41,40,40,0.0407149950347567,0.039721946375372394,0.0407149950347567,0.039721946375372394
1059,HP1060,18,18,18,18,0.037578288100208766,0.037578288100208766,0.037578288100208766,0.037578288100208766
1060,HP1061,17,18,19,18,0.022427440633245383,0.025065963060686015,0.023746701846965697,0.023746701846965697
1061,HP1062,29,31,31,30,0.02804642166344294,0.029980657640232108,0.029980657640232108,0.029013539651837523
1062,HP1063,15,15,15,15,0.028142589118198873,0.028142589118198873,0.028142589118198873,0.028142589118198873
1063,HP1064,8,8,9,9,0.02877697841726619,0.03237410071942446,0.02877697841726619,0.03237410071942446
1064,HP1065,10,10,10,10,0.024752475247524754,0.024752475247524754,0.024752475247524754,0.024752475247524754
1065,HP1066,24,24,24,24,0.04006677796327212,0.04006677796327212,0.04006677796327212,0.04006677796327212
1066,HP1067,16,16,16,16,0.0431266846361186,0.0431266846361186,0.0431266846361186,0.0431266846361186
1067,HP1068,33,33,33,33,0.033066132264529056,0.033066132264529056,0.033066132264529056,0.033066132264529056
1068,HP1069,84,84,83,83,0.04432717678100264,0.043799472295514515,0.04432717678100264,0.043799472295514515
1069,HP1070,6,6,7,6,0.02390438247011952,0.027888446215139442,0.02390438247011952,0.02390438247011952
1070,HP1071,22,22,23,22,0.030985915492957747,0.0323943661971831,0.030985915492957747,0.030985915492957747
1071,HP1072,48,48,48,49,0.021486123545210387,0.021486123545210387,0.021486123545210387,0.021933751119068933
1072,HP1073,5,5,5,5,0.025380710659898477,0.025380710659898477,0.025380710659898477,0.025380710659898477
1073,HP1074,30,30,29,29,0.03821656050955414,0.03694267515923567,0.03821656050955414,0.03694267515923567
1074,HP1075,45,45,45,47,0.03427265803503427,0.03427265803503427,0.03427265803503427,0.0357958872810358
1075,HP1076,17,17,17,17,0.033203125,0.033203125,0.033203125,0.033203125
1076,HP1077,33,31,30,30,0.03326612903225806,0.03024193548387097,0.03125,0.03024193548387097
1077,HP1078,16,16,16,16,0.02342606149341142,0.02342606149341142,0.02342606149341142,0.02342606149341142
1078,HP1079,41,42,42,41,0.0369702434625789,0.03787195671776375,0.03787195671776375,0.0369702434625789
1079,HP1080,23,22,19,19,0.04063604240282685,0.03356890459363958,0.038869257950530034,0.03356890459363958
1080,HP1081,20,20,19,19,0.03225806451612903,0.03064516129032258,0.03225806451612903,0.03064516129032258
1081,HP1082,58,57,58,56,0.035108958837772396,0.035108958837772396,0.03450363196125908,0.03389830508474576
1082,HP1083,43,46,45,43,0.029944289693593314,0.031337047353760444,0.03203342618384401,0.029944289693593314
1083,HP1084,36,36,34,34,0.0391304347826087,0.03695652173913044,0.0391304347826087,0.03695652173913044
1084,HP1085,10,11,10,10,0.01953125,0.01953125,0.021484375,0.01953125
1085,HP1086,12,12,12,12,0.017045454545454544,0.017045454545454544,0.017045454545454544,0.017045454545454544
1086,HP1087,32,32,31,31,0.03814064362336114,0.03694874851013111,0.03814064362336114,0.03694874851013111
1087,HP1088,81,80,80,82,0.04214360041623309,0.04162330905306972,0.04162330905306972,0.04266389177939646
1088,HP1089,89,87,88,86,0.038148306900985855,0.03771967423917703,0.0372910415773682,0.036862408915559364
1089,HP1090,86,86,87,86,0.03342401865526622,0.03381267003497863,0.03342401865526622,0.03342401865526622
1090,HP1091,46,46,45,45,0.036021926389976505,0.03523884103367267,0.036021926389976505,0.03523884103367267
1091,HP1092,43,43,41,40,0.05334987593052109,0.05086848635235732,0.05334987593052109,0.04962779156327544
1092,HP1093,0,0,0,0,0.0,0.0,0.0,0.0
1093,HP1094,3,3,3,3,0.0084985835694051,0.0084985835694051,0.0084985835694051,0.0084985835694051
1094,HP1095,34,33,35,34,0.0265625,0.02734375,0.02578125,0.0265625
1095,HP1096,12,12,12,12,0.02823529411764706,0.02823529411764706,0.02823529411764706,0.02823529411764706
1096,HP1097,2,2,2,2,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608
1097,HP1098,29,29,29,29,0.0333716915995397,0.0333716915995397,0.0333716915995397,0.0333716915995397
1098,HP1099,19,18,18,18,0.030497592295345103,0.028892455858747994,0.028892455858747994,0.028892455858747994
1099,HP1100,67,67,66,66,0.036752605595172794,0.036204059243006036,0.036752605595172794,0.036204059243006036
1100,HP1101,43,43,43,43,0.033751962323390894,0.033751962323390894,0.033751962323390894,0.033751962323390894
1101,HP1102,22,22,22,22,0.03235294117647059,0.03235294117647059,0.03235294117647059,0.03235294117647059
1102,HP1103,29,27,28,28,0.028798411122144985,0.027805362462760674,0.026812313803376366,0.027805362462760674
1103,HP1104,32,33,33,32,0.030680728667305847,0.031639501438159155,0.031639501438159155,0.030680728667305847
1104,HP1105,63,63,63,63,0.048761609907120744,0.048761609907120744,0.048761609907120744,0.048761609907120744
1105,HP1106,34,34,34,34,0.02607361963190184,0.02607361963190184,0.02607361963190184,0.02607361963190184
1106,HP1107,22,22,22,22,0.03193033381712627,0.03193033381712627,0.03193033381712627,0.03193033381712627
1107,HP1108,22,22,22,22,0.03949730700179533,0.03949730700179533,0.03949730700179533,0.03949730700179533
1108,HP1109,9,9,9,9,0.02313624678663239,0.02313624678663239,0.02313624678663239,0.02313624678663239
1109,HP1110,64,64,64,64,0.05245901639344262,0.05245901639344262,0.05245901639344262,0.05245901639344262
1110,HP1111,43,44,43,44,0.04569606801275239,0.04569606801275239,0.04675876726886291,0.04675876726886291
1111,HP1112,53,54,53,53,0.0401819560272934,0.0401819560272934,0.04094010614101592,0.0401819560272934
1112,HP1113,25,24,24,24,0.030120481927710843,0.02891566265060241,0.02891566265060241,0.02891566265060241
1113,HP1114,82,81,78,78,0.04156107450582869,0.039533705017739486,0.041054232133806386,0.039533705017739486
1114,HP1115,11,11,11,11,0.016105417276720352,0.016105417276720352,0.016105417276720352,0.016105417276720352
1115,HP1116,94,95,94,96,0.032752613240418116,0.032752613240418116,0.033101045296167246,0.033449477351916376
1116,HP1117,31,31,31,31,0.04041720990873533,0.04041720990873533,0.04041720990873533,0.04041720990873533
1117,HP1118,72,71,71,70,0.042352941176470586,0.04176470588235294,0.04176470588235294,0.041176470588235294
1118,HP1119,66,64,62,62,0.03632361034672537,0.0341221794166208,0.035222894881673086,0.0341221794166208
1119,HP1120,23,23,24,23,0.05336426914153132,0.05568445475638051,0.05336426914153132,0.05336426914153132
1120,HP1121,27,27,27,27,0.028877005347593583,0.028877005347593583,0.028877005347593583,0.028877005347593583
1121,HP1122,10,10,10,10,0.04405286343612335,0.04405286343612335,0.04405286343612335,0.04405286343612335
1122,HP1123,31,31,31,31,0.05595667870036101,0.05595667870036101,0.05595667870036101,0.05595667870036101
1123,HP1124,44,44,44,44,0.04435483870967742,0.04435483870967742,0.04435483870967742,0.04435483870967742
1124,HP1125,22,22,21,21,0.041044776119402986,0.03917910447761194,0.041044776119402986,0.03917910447761194
1125,HP1126,50,50,50,51,0.04,0.04,0.04,0.0408
1126,HP1127,22,22,22,22,0.03806228373702422,0.03806228373702422,0.03806228373702422,0.03806228373702422
1127,HP1128,8,8,8,8,0.03187250996015936,0.03187250996015936,0.03187250996015936,0.03187250996015936
1128,HP1129,11,11,11,11,0.02763819095477387,0.02763819095477387,0.02763819095477387,0.02763819095477387
1129,HP1130,10,10,10,10,0.0176678445229682,0.0176678445229682,0.0176678445229682,0.0176678445229682
1130,HP1131,17,17,17,17,0.04582210242587601,0.04582210242587601,0.04582210242587601,0.04582210242587601
1131,HP1132,60,60,57,57,0.04267425320056899,0.04054054054054054,0.04267425320056899,0.04054054054054054
1132,HP1133,40,40,40,40,0.04434589800443459,0.04434589800443459,0.04434589800443459,0.04434589800443459
1133,HP1134,64,64,64,65,0.042440318302387266,0.042440318302387266,0.042440318302387266,0.04310344827586207
1134,HP1135,20,20,20,20,0.03710575139146568,0.03710575139146568,0.03710575139146568,0.03710575139146568
1135,HP1136,20,20,20,20,0.0390625,0.0390625,0.0390625,0.0390625
1136,HP1137,16,16,16,16,0.037122969837587005,0.037122969837587005,0.037122969837587005,0.037122969837587005
1137,HP1138,43,44,43,44,0.04948216340621404,0.04948216340621404,0.05063291139240506,0.05063291139240506
1138,HP1139,42,42,42,41,0.05309734513274336,0.05309734513274336,0.05309734513274336,0.051833122629582805
1139,HP1140,20,20,20,20,0.031496062992125984,0.031496062992125984,0.031496062992125984,0.031496062992125984
1140,HP1141,33,33,33,32,0.03634361233480176,0.03634361233480176,0.03634361233480176,0.03524229074889868
1141,HP1142,78,78,75,75,0.03427065026362039,0.032952548330404216,0.03427065026362039,0.032952548330404216
1142,HP1143,45,44,43,43,0.03466872110939907,0.03312788906009245,0.03389830508474576,0.03312788906009245
1143,HP1144,6,6,6,6,0.023622047244094488,0.023622047244094488,0.023622047244094488,0.023622047244094488
1144,HP1145,18,18,17,17,0.05844155844155844,0.05519480519480519,0.05844155844155844,0.05519480519480519
1145,HP1146,31,31,31,31,0.06126482213438735,0.06126482213438735,0.06126482213438735,0.06126482213438735
1146,HP1147,16,16,16,16,0.0453257790368272,0.0453257790368272,0.0453257790368272,0.0453257790368272
1147,HP1148,17,17,17,18,0.02478134110787172,0.02478134110787172,0.02478134110787172,0.026239067055393587
1148,HP1149,14,14,15,14,0.025408348457350273,0.02722323049001815,0.025408348457350273,0.025408348457350273
1149,HP1150,17,18,17,17,0.04941860465116279,0.04941860465116279,0.05232558139534884,0.04941860465116279
1150,HP1151,9,9,9,9,0.039647577092511016,0.039647577092511016,0.039647577092511016,0.039647577092511016
1151,HP1152,35,35,34,34,0.026061057334326135,0.02531645569620253,0.026061057334326135,0.02531645569620253
1152,HP1153,82,80,82,80,0.03128576879053796,0.03128576879053796,0.030522701259061428,0.030522701259061428
1153,HP1154,22,22,22,22,0.054455445544554455,0.054455445544554455,0.054455445544554455,0.054455445544554455
1154,HP1155,25,25,26,26,0.023629489603024575,0.024574669187145556,0.023629489603024575,0.024574669187145556
1155,HP1156,65,64,65,64,0.03114518447532343,0.03114518447532343,0.030666027791087687,0.030666027791087687
1156,HP1157,94,94,94,94,0.02548116020601789,0.02548116020601789,0.02548116020601789,0.02548116020601789
1157,HP1158,28,28,29,29,0.03636363636363636,0.03766233766233766,0.03636363636363636,0.03766233766233766
1158,HP1159,15,15,15,15,0.02830188679245283,0.02830188679245283,0.02830188679245283,0.02830188679245283
1159,HP1160,16,15,16,16,0.03818615751789976,0.03818615751789976,0.03579952267303103,0.03818615751789976
1160,HP1161,13,13,13,13,0.026476578411405296,0.026476578411405296,0.026476578411405296,0.026476578411405296
1161,HP1162,14,14,15,15,0.022913256955810146,0.024549918166939442,0.022913256955810146,0.024549918166939442
1162,HP1163,5,4,4,4,0.026595744680851064,0.02127659574468085,0.02127659574468085,0.02127659574468085
1163,HP1164,34,34,34,34,0.035015447991761074,0.035015447991761074,0.035015447991761074,0.035015447991761074
1164,HP1165,38,38,35,35,0.032843560933448576,0.03025064822817632,0.032843560933448576,0.03025064822817632
1165,HP1166,35,36,34,33,0.021419828641370868,0.0208078335373317,0.022031823745410038,0.020195838433292534
1166,HP1167,66,66,65,66,0.046742209631728045,0.04603399433427762,0.046742209631728045,0.046742209631728045
1167,HP1168,80,80,80,80,0.038834951456310676,0.038834951456310676,0.038834951456310676,0.038834951456310676
1168,HP1169,16,15,15,15,0.024615384615384615,0.023076923076923078,0.023076923076923078,0.023076923076923078
1169,HP1170,20,19,19,20,0.029940119760479042,0.02844311377245509,0.02844311377245509,0.029940119760479042
1170,HP1171,29,31,29,30,0.039030955585464336,0.039030955585464336,0.04172274562584118,0.040376850605652756
1171,HP1172,21,21,20,20,0.02530120481927711,0.024096385542168676,0.02530120481927711,0.024096385542168676
1172,HP1173,16,15,16,16,0.029197080291970802,0.029197080291970802,0.02737226277372263,0.029197080291970802
1173,HP1174,45,45,43,43,0.036885245901639344,0.03524590163934426,0.036885245901639344,0.03524590163934426
1174,HP1175,39,40,41,41,0.0299079754601227,0.03144171779141104,0.03067484662576687,0.03144171779141104
1175,HP1176,2,2,2,2,0.019801980198019802,0.019801980198019802,0.019801980198019802,0.019801980198019802
1176,HP1177,71,69,69,71,0.03694068678459938,0.03590010405827263,0.03590010405827263,0.03694068678459938
1177,HP1178,28,28,28,28,0.04011461318051576,0.04011461318051576,0.04011461318051576,0.04011461318051576
1178,HP1179,57,57,56,54,0.04604200323101777,0.045234248788368334,0.04604200323101777,0.04361873990306947
1179,HP1180,58,59,56,55,0.04628890662410216,0.0446927374301676,0.047086991221069435,0.04389465283320032
1180,HP1181,54,55,55,54,0.04066265060240964,0.04141566265060241,0.04141566265060241,0.04066265060240964
1181,HP1182,33,33,33,33,0.04353562005277045,0.04353562005277045,0.04353562005277045,0.04353562005277045
1182,HP1183,49,50,48,47,0.042682926829268296,0.041811846689895474,0.04355400696864112,0.040940766550522645
1183,HP1184,41,41,41,41,0.029796511627906978,0.029796511627906978,0.029796511627906978,0.029796511627906978
1184,HP1185,37,37,37,37,0.031569965870307165,0.031569965870307165,0.031569965870307165,0.031569965870307165
1185,HP1186,14,14,15,15,0.023140495867768594,0.024793388429752067,0.023140495867768594,0.024793388429752067
1186,HP1187,27,27,27,27,0.02339688041594454,0.02339688041594454,0.02339688041594454,0.02339688041594454
1187,HP1188,25,28,25,25,0.031017369727047148,0.031017369727047148,0.034739454094292806,0.031017369727047148
1188,HP1189,36,36,36,35,0.03471552555448409,0.03471552555448409,0.03471552555448409,0.033751205400192864
